,0,1
295,"Carver High School,Atlanta,GA","{'lat': 33.7205643, 'lng': -84.3870819}"
296,"Cokeville Elementary School,Cokeville,WY","{'lat': 42.08687219999999, 'lng': -110.9545322}"
297,"Maplewood High School,Nashville,TN","{'lat': 36.2322308, 'lng': -86.7497302}"
298,"Fairfax High School,Los Angeles,CA","{'lat': 34.0821574, 'lng': -118.3597627}"
299,"Benicia High School ,Benicia,CA","{'lat': 38.0648321, 'lng': -122.1756587}"
300,"Monrovia High School,Monrovia,CA","{'lat': 34.1483484, 'lng': -118.0171262}"
301,"South Oak Cliff High School,Dallas,TX","{'lat': 32.6996702, 'lng': -96.8157572}"
302,"Fergus High School,Lewistown,MT","{'lat': 47.053473, 'lng': -109.423892}"
303,"Los Angeles High School,Los Angeles,CA","{'lat': 34.0554228, 'lng': -118.3329959}"
304,"Redford High School,Detroit,MI","{'lat': 42.4186369, 'lng': -83.21801789999999}"
305,"Dardanelle High School,Dardanelle,AR","{'lat': 35.2074294, 'lng': -93.1571745}"
306,"Orme School,Mayer,AZ","{'lat': 34.43199, 'lng': -112.070567}"
307,"Mount Tom Country Day School,New Rochelle,NY","{'lat': 40.8941889, 'lng': -73.7895765}"
308,"Dekalb High School,De Kalb,MO","{'lat': 39.58625869999999, 'lng': -94.92852769999999}"
309,"Riverside High School,El Paso,TX","{'lat': 31.7337929, 'lng': -106.3723188}"
310,"Panorama Elementary School,Santa Ana,CA","{'lat': 33.780369, 'lng': -117.7917576}"
311,"Murray-Wright High School,Detroit,MI","{'lat': 42.3472, 'lng': -83.08319999999999}"
312,"Grant High School,Portland,OR","{'lat': 45.53905109999999, 'lng': -122.6268374}"
313,"Pike Township High School,Indianapolis,IN","{'lat': 39.8765222, 'lng': -86.2548305}"
314,"Leto High School,Tampa,FL","{'lat': 28.0118271, 'lng': -82.5185865}"
315,"MacAuthur Junior High,Jonesboro,AR","{'lat': 35.8243194, 'lng': -90.6900563}"
316,"Oak Lawn Community High School,Oak Lawn,IL","{'lat': 41.72162, 'lng': -87.767984}"
317,"Illiana Christian High School,Lansing,IL","{'lat': 41.4192593, 'lng': -87.5106874}"
318,"DuSable High School,Chicago,IL","{'lat': 41.8045878, 'lng': -87.6247619}"
319,"Southwood Elementary School,Kingston,NC","{'lat': 35.208074, 'lng': -77.564869}"
320,"Southwestern High School,Detroit,MI","{'lat': 42.3190803, 'lng': -83.0917478}"
321,"Clearwater High School,Clearwater,FL","{'lat': 27.9585454, 'lng': -82.7563107}"
322,"Perales Elementary School,San Antonio,TX","{'lat': 29.4091358, 'lng': -98.54827490000001}"
323,"Englewood High School,Jacksonville,FL","{'lat': 30.27762299999999, 'lng': -81.61151360000001}"
324,"East New York High School of Transit Technology,New York,NY","{'lat': 40.678748, 'lng': -73.87521319999999}"
325,"Grady Vocational-Technical School,Brighton Beach,NY","{'lat': 40.5827332, 'lng': -73.9636603}"
326,"Mayde Creek High School,Katy,TX","{'lat': 29.806465, 'lng': -95.695424}"
327,"Springfield High School,Springfield,PA","{'lat': 39.9282102, 'lng': -75.3385522}"
328,"Gaither High School,Tampa,FL","{'lat': 28.100798, 'lng': -82.5035101}"
329,"Crawford County Joint Vocational Technical School,Meadville,PA","{'lat': 41.6337012, 'lng': -80.12619649999999}"
330,"Simsboro High School,Ruston,LA","{'lat': 32.5341636, 'lng': -92.7865659}"
331,"Reagan High School,Austin,TX","{'lat': 30.3224789, 'lng': -97.6898391}"
332,"West End Christian Elementary School,Tuscaloosa,AL","{'lat': 33.1994604, 'lng': -87.5079894}"
333,"Pinellas Park High School,Largo,FL","{'lat': 27.8807696, 'lng': -82.7238871}"
334,"Bristol High School,Bristol,RI","{'lat': 41.68770840000001, 'lng': -71.2692521}"
335,"Lessenger Junior High,Detroit,MI","{'lat': 42.35426959999999, 'lng': -83.2478407}"
336,"Cajon High School,San Bernadino,CA","{'lat': 34.1769133, 'lng': -117.3094582}"
337,"Travis High School,Austin,TX","{'lat': 30.2329676, 'lng': -97.74418539999999}"
338,"Martin Luther King High School,Chicago,IL","{'lat': 41.81411749999999, 'lng': -87.60377869999999}"
339,"Fort Myers Middle School,Fort Myers,FL","{'lat': 26.6197477, 'lng': -81.86507189999999}"
340,"Hubbard Woods Elementary School,Winnetka,IL","{'lat': 42.1143602, 'lng': -87.7457302}"
341,"Public School 67,Bronx,NY","{'lat': 40.8439944, 'lng': -73.88452099999999}"
342,"Wingfield High School,Jackson,MS","{'lat': 32.2803997, 'lng': -90.2417644}"
343,"Joy Middle School,Detroit,MI","{'lat': 42.383971, 'lng': -82.98669129999999}"
344,"Aiea High School,Oahu,HI","{'lat': 21.3849016, 'lng': -157.9300814}"
345,"Siefert Elementary School,Milwaukee,WI","{'lat': 43.05099020000001, 'lng': -87.9303396}"
346,"Lanier High School,Jackson,MS","{'lat': 32.3175301, 'lng': -90.2025396}"
347,"Central High School,Detroit,MI","{'lat': 42.38358909999999, 'lng': -83.11178269999999}"
348,"West Franklin Elementary School,Anderson,SC","{'lat': 34.496686, 'lng': -82.6645757}"
349,"Lincoln High School,Dallas,TX","{'lat': 32.756467, 'lng': -96.751881}"
350,"Garinger High School,Charlotte,NC","{'lat': 35.2409912, 'lng': -80.7819896}"
351,"Glen Hills High School,Augusta,GA","{'lat': 33.4277387, 'lng': -82.0683537}"
352,"Moses Montefoire Public School,Chicago,IL","{'lat': 41.8648712, 'lng': -87.66659659999999}"
353,"Oakland Elementary School,Greenwood,SC","{'lat': 34.226766, 'lng': -82.1408302}"
354,"Mascotte Elementary School ,Mascotte,FL","{'lat': 28.5723712, 'lng': -81.88571220000001}"
355,"Istrouma Senior High School,Baton Rouge,LA","{'lat': 30.4763011, 'lng': -91.1517733}"
356,"J. E. B. Stuart Junior High School (bus),Jacksonville,FL","{'lat': 30.2549618, 'lng': -81.7375978}"
357,"Edmondson Westside Senior High School,Baltimore,MD","{'lat': 39.2917249, 'lng': -76.687831}"
358,"Most Pure Heart of Mary School,Mobile,AL","{'lat': 30.6966263, 'lng': -88.0532326}"
359,"Southwestern Senior High School,Baltimore,MD","{'lat': 39.281707, 'lng': -76.63856190000001}"
360,"Dick Dowling Elementary School,Port Arthur,TX","{'lat': 29.9026191, 'lng': -94.0381736}"
361,"Paxon High School,Jacksonville,FL","{'lat': 30.344278, 'lng': -81.722931}"
362,"Glendale Intermediate School,Salt Lake City,UT","{'lat': 40.7376923, 'lng': -111.9303998}"
363,"Abilene Cooper High School,Abilene,TX","{'lat': 32.4063785, 'lng': -99.7488642}"
364,"Atlantic Shores Christian School,Virginia Beach,VA","{'lat': 36.7604006, 'lng': -76.1843513}"
365,"Cleveland Elementary School,Stockton,CA","{'lat': 37.982571, 'lng': -121.3013269}"
366,"Woodrow Wilson HIgh School,Washington,DC","{'lat': 38.9499299, 'lng': -77.07749199999999}"
367,"Thomas Jefferson Junior High School,Kearns,UT","{'lat': 40.6448055, 'lng': -112.0257774}"
368,"Wirt High School,Gary,IN","{'lat': 41.609951, 'lng': -87.263661}"
369,"A. Maceo Smith High School,Dallas,TX","{'lat': 32.6925137, 'lng': -96.7653582}"
370,"Dysart High School,El Mirage,AZ","{'lat': 33.590707, 'lng': -112.340483}"
371,"Jackson County High School,McKee,KY","{'lat': 37.4368391, 'lng': -83.98618689999999}"
372,"Loara High School,Anaheim,CA","{'lat': 33.8111268, 'lng': -117.9439948}"
373,"Oliver Wendell Holmes Middle School,Dallas,TX","{'lat': 32.7155983, 'lng': -96.7913578}"
374,"Alfred E. Smith High School,New York,NY","{'lat': 40.8185183, 'lng': -73.91996809999999}"
375,"Workman Junior High School,Arlington,TX","{'lat': 32.6854325, 'lng': -97.10164119999999}"
376,"Channel Islands High School,Oxnard,CA","{'lat': 34.1711111, 'lng': -119.162638}"
377,"Caddo Magnet High School,Shreveport,LA","{'lat': 32.4973044, 'lng': -93.7198092}"
378,"W. W. Samuell High School,Dallas,TX","{'lat': 32.7454139, 'lng': -96.6675982}"
379,"Serra Catholic High School bus,McKeesport,PA","{'lat': 40.3257295, 'lng': -79.8244201}"
380,"Chester High School,Chester,SC","{'lat': 34.6881561, 'lng': -81.20265940000002}"
381,"Central High School,Providence,RI","{'lat': 41.816638, 'lng': -71.42099499999999}"
382,"Taft High School,Cincinnati,OH","{'lat': 39.1092935, 'lng': -84.5228048}"
383,"New Utrecht High School,Brooklyn,NY","{'lat': 40.6134264, 'lng': -74.0029406}"
384,"Skyline High School,Dallas,TX","{'lat': 32.7805044, 'lng': -96.69004629999999}"
385,"Mount Pleasant High School,East San Jose,CA","{'lat': 37.3463737, 'lng': -121.8091777}"
386,"Hickman County High School,Centerville,TN","{'lat': 35.8084473, 'lng': -87.4293977}"
387,"Sunrise Elementary School,Fort Worth,TX","{'lat': 32.7118741, 'lng': -97.2372224}"
388,"Myers Park High School,Charlotte,NC","{'lat': 35.1716427, 'lng': -80.8332355}"
389,"W. H. Adamson High School,Dallas,TX","{'lat': 32.7482407, 'lng': -96.82035959999999}"
390,"Eldorado High School,Las Vegas,NV","{'lat': 36.1801412, 'lng': -115.049472}"
391,"Sam Houston High School,San Antonio,TX","{'lat': 29.4253751, 'lng': -98.3992038}"
392,"W. H. Adamson High School,Dallas,TX","{'lat': 32.7482407, 'lng': -96.82035959999999}"
393,"Charlestown High School,Charlestown,IN","{'lat': 38.4553294, 'lng': -85.6674178}"
394,"Naaman Forest High School,Garland,TX","{'lat': 32.9562402, 'lng': -96.6384616}"
395,"Salmen High School,Slidell,LA","{'lat': 30.24785, 'lng': -89.79030999999999}"
396,"Richardson High School,Richardson,TX","{'lat': 32.9531393, 'lng': -96.7622435}"
397,"Hood Middle School,Dallas,TX","{'lat': 32.7584158, 'lng': -96.689455}"
398,"Booker T. Washington High School,New Orleans,LA","{'lat': 29.9501281, 'lng': -90.0890234}"
399,"Selma High School,Selma,AL","{'lat': 32.4284032, 'lng': -87.0226785}"
400,"Woodmont High School,Piedmont,SC","{'lat': 34.68855569999999, 'lng': -82.3585816}"
401,"Garinger High School,Charlotte,NC","{'lat': 35.2409912, 'lng': -80.7819896}"
402,"Northwest High School,Rock Hill,SC","{'lat': 34.9502215, 'lng': -81.08301449999999}"
403,"Ralph J. Bunche Middle School,Compton,CA","{'lat': 33.92156170000001, 'lng': -118.2270514}"
404,"Humphrey's County High School,Belzoni,MS","{'lat': 33.1858662, 'lng': -90.48474560000001}"
405,"Franklin Alternative Middle School,Columbus,OH","{'lat': 39.9615551, 'lng': -82.9635109}"
406,"Coronado Middle School,Kansas City,KS","{'lat': 39.12513149999999, 'lng': -94.7267559}"
407,"Robert A. Millikan Junior High School,Sherman Oaks,CA","{'lat': 34.1626842, 'lng': -118.4272896}"
408,"Westchester High School,Los Angeles,CA","{'lat': 33.9582876, 'lng': -118.4287235}"
409,"Enterprise Middle School,Compton,CA","{'lat': 33.89388539999999, 'lng': -118.2581507}"
410,"Madison High School,Houston,TX","{'lat': 29.6299226, 'lng': -95.436623}"
411,"Woodson High School,Chicago,IL","{'lat': 41.8140942, 'lng': -87.6084813}"
412,"Crosby High School,Crosby,TX","{'lat': 29.8954703, 'lng': -95.0686956}"
413,"Spring Woods High School (bus),Houston,TX","{'lat': 29.8110129, 'lng': -95.54760209999999}"
414,"Dorsey High School,Los Angeles,CA","{'lat': 34.0228182, 'lng': -118.3463426}"
415,"Roosevelt High School,Los Angeles,CA","{'lat': 34.0379653, 'lng': -118.2103429}"
416,"James Monroe High School,Bronx,NY","{'lat': 40.83204509999999, 'lng': -73.8783844}"
417,"Madison Park High School,Roxbury,MA","{'lat': 42.3319323, 'lng': -71.0908397}"
418,"Genevieve Sparks Elementary School,Pasadena,TX","{'lat': 29.692567, 'lng': -95.178162}"
419,"Woodruff High School,Woodruff,SC","{'lat': 34.7318476, 'lng': -82.0219285}"
420,"Monadnock Regional High School,Swanzey,NH","{'lat': 42.8743921, 'lng': -72.2796438}"
421,"Oak Cliff High School,Dallas,TX","{'lat': 32.6996702, 'lng': -96.8157572}"
422,"Walter L. Cohen Senior High School,New Orleans,LA","{'lat': 29.9301103, 'lng': -90.09468319999999}"
423,"Ysleta High School,El Paso,TX","{'lat': 31.7004442, 'lng': -106.3408857}"
424,"Milby High School,Houston,TX","{'lat': 29.7097026, 'lng': -95.2777783}"
425,"Thomas Jefferson High School,Brooklyn,NY","{'lat': 40.6668454, 'lng': -73.8952889}"
426,"Whiteville High School,Whiteville,NC","{'lat': 34.335039, 'lng': -78.707179}"
427,"Francis W. Gregory Junior High School,Gentilly,LA","{'lat': 30.003411, 'lng': -90.072181}"
428,"Francis W. Gregory Junior High School,Gentilly,LA","{'lat': 30.003411, 'lng': -90.072181}"
429,"Douglass High School,Oklahoma City,OK","{'lat': 35.4753502, 'lng': -97.47509989999999}"
430,"Booker T. Washington High School,Norfolk,VA","{'lat': 36.8532861, 'lng': -76.266716}"
431,"Thomas Jefferson High School,Brooklyn,NY","{'lat': 40.6668454, 'lng': -73.8952889}"
432,"Hamilton Middle School,Obetz,OH","{'lat': 39.8573576, 'lng': -82.9873862}"
433,"O. Perry Walker High School,Algiers,LA","{'lat': 29.9424474, 'lng': -90.0396645}"
434,"Fort Myers High School,Fort Myers,FL","{'lat': 26.6282483, 'lng': -81.8776644}"
435,"Lincoln High School,Dallas,TX","{'lat': 32.756467, 'lng': -96.751881}"
436,"Lindhurst High School,Olivehurst,CA","{'lat': 39.0835674, 'lng': -121.537714}"
437,"Huntsville Junior High School,Huntsville,TX","{'lat': 34.72377180000001, 'lng': -86.5748825}"
438,"Silverado Middle School,Napa,CA","{'lat': 38.2952878, 'lng': -122.2619264}"
439,"Venice High School,Los Angeles,CA","{'lat': 33.9980938, 'lng': -118.4442427}"
440,"Merced High School,Merced,CA","{'lat': 37.3203616, 'lng': -120.4728461}"
441,"Palo Duro High School,Amarillo,TX","{'lat': 35.2276189, 'lng': -101.8238735}"
442,"Hiram Johnson High School,Sacramento,CA","{'lat': 38.5409007, 'lng': -121.424904}"
443,"Hollibrook Elementary School,Houston,TX","{'lat': 29.8263689, 'lng': -95.50771259999999}"
444,"Desert View High School,Tucson,AZ","{'lat': 32.135965, 'lng': -110.9042465}"
445,"Evander Childs High School,Bronx,NY","{'lat': 40.8755572, 'lng': -73.861435}"
446,"Finney High School,Detroit,MI","{'lat': 42.390245, 'lng': -82.95343249999999}"
447,"Marcus Garvey Academy,Detroit,MI","{'lat': 42.3593031, 'lng': -83.0016543}"
448,"Mumford High School,Detroit,MI","{'lat': 42.4213221, 'lng': -83.1646032}"
449,"Sherman Elementary School,Chicago,IL","{'lat': 41.7998264, 'lng': -87.6504542}"
450,"Langham Creek High School,Cypress,TX","{'lat': 29.881309, 'lng': -95.677185}"
451,"Fairfield High School,Birmingham,AL","{'lat': 33.4912583, 'lng': -86.9082481}"
452,"Tilden High School,Chicago,IL","{'lat': 41.8075276, 'lng': -87.64235269999999}"
453,"Robert E. Lee High School,Montgomery,AL","{'lat': 32.3785306, 'lng': -86.2720641}"
454,"Orr High School,Chicago,IL","{'lat': 41.893927, 'lng': -87.726435}"
455,"Woodson High School,Chicago,IL","{'lat': 41.8140942, 'lng': -87.6084813}"
456,"Walton High School,Walton,NY","{'lat': 42.1600699, 'lng': -75.1269708}"
457,"Brentwood High School,Brentwood,NY","{'lat': 40.7736168, 'lng': -73.2550238}"
458,"Norland Senior High School,Miami,FL","{'lat': 25.9515015, 'lng': -80.22051189999999}"
459,"East Carter High School,Grayson,KY","{'lat': 38.3246518, 'lng': -82.9335175}"
460,"Fairfax High School,Los Angeles,CA","{'lat': 34.0821574, 'lng': -118.3597627}"
461,"Redmond Junior High School,Redmond,WA","{'lat': 47.6919034, 'lng': -122.1198912}"
462,"Amityville High School,Amityville,NY","{'lat': 40.6705962, 'lng': -73.4119401}"
463,"Clayton High School,Atlanta,GA","{'lat': 33.6090778, 'lng': -84.4396972}"
464,"Washington-Dix Street Academy (High School),Washington,DC","{'lat': 38.90955599999999, 'lng': -76.9941424}"
465,"Middle River Middle School,Middle River,MN","{'lat': 48.7893835, 'lng': -96.2866138}"
466,"Reseda High School,Los Angeles,CA","{'lat': 34.1899991, 'lng': -118.5302945}"
467,"Gloucester High School,Gloucester,MA","{'lat': 42.613403, 'lng': -70.676198}"
468,"Harlem High School,Harlem,GA","{'lat': 33.4568869, 'lng': -82.3133079}"
469,"Sumner High School,St. Louis,MO","{'lat': 38.6596524, 'lng': -90.23892320000002}"
470,"Grant High School,Sacramento,CA","{'lat': 38.6361628, 'lng': -121.4350538}"
471,"Ford Middle School,Acushnet,MA","{'lat': 41.7233555, 'lng': -70.9049794}"
472,"Grant High School,Sacramento,CA","{'lat': 38.6361628, 'lng': -121.4350538}"
473,"Mount Tahoma High School,Tacoma,WA","{'lat': 47.1893447, 'lng': -122.5026292}"
474,"Nimitz High School,Irving,TX","{'lat': 32.7928321, 'lng': -96.94680559999999}"
475,"Upper Perkiomen High School,Pennsburg,PA","{'lat': 40.3815416, 'lng': -75.4900227}"
476,"Francis T. Nicholls High School,New Orleans,LA","{'lat': 29.9654663, 'lng': -90.03695549999999}"
477,"Dorsey High School,Los Angeles,CA","{'lat': 34.0228182, 'lng': -118.3463426}"
478,"Theodore Roosevelt High School,New York,NY","{'lat': 40.8595162, 'lng': -73.8885805}"
479,"Harper High School,Atlanta,GA","{'lat': 33.7695575, 'lng': -84.49880309999999}"
480,"Junction City High School,Junction City,KS","{'lat': 39.0315874, 'lng': -96.84962469999999}"
481,"Roosevelt High School,Dallas,TX","{'lat': 32.741673, 'lng': -96.7953495}"
482,"Roosevelt High School,Chicago,IL","{'lat': 41.9657658, 'lng': -87.71418290000001}"
483,"Central Junior High School,Sheridan,WY","{'lat': 44.803249, 'lng': -106.964044}"
484,"Downers South High School,Downers Grove,IL","{'lat': 41.7708561, 'lng': -88.02025739999999}"
485,"Weatherless Elementary School,Washington,DC","{'lat': 38.8829838, 'lng': -76.9575916}"
486,"Dover High School,New Castle,DE","{'lat': 39.6688493, 'lng': -75.5842303}"
487,"J. H. Johnson Junior High School,Washington,DC","{'lat': 38.8511843, 'lng': -76.9836523}"
488,"Sullivan High School,Chicago,IL","{'lat': 42.0028084, 'lng': -87.6689166}"
489,"New Britain High School,New Britain,CT","{'lat': 41.6499035, 'lng': -72.77803879999999}"
490,"Terry Parker High School,Jacksonville,FL","{'lat': 30.342184, 'lng': -81.57536999999999}"
491,"Bay Springs High School,Bay Springs,MS","{'lat': 31.9776141, 'lng': -89.27789849999999}"
492,"Ridgely Elementary School,Springfield,IL","{'lat': 39.8287, 'lng': -89.6437815}"
493,"Wauwatosa West High School,Wauwatosa,WI","{'lat': 43.0683607, 'lng': -88.055452}"
494,"New Britain High School,New Britain,CT","{'lat': 41.6499035, 'lng': -72.77803879999999}"
495,"Beach High School,Savannah,GA","{'lat': 32.0547935, 'lng': -81.11589099999999}"
496,"Chatsworth High School,San Fernando Valley,CA","{'lat': 34.2533875, 'lng': -118.5863634}"
497,"Chelsea High School,Chelsea,MI","{'lat': 42.311417, 'lng': -84.0023648}"
498,"Los Altos High School,Hacienda Heights,CA","{'lat': 34.0077519, 'lng': -117.977114}"
499,"Kennard High School,Kennard,TX","{'lat': 31.3611221, 'lng': -95.179993}"
500,"Eau Claire High School,Columbia,SC","{'lat': 34.0481368, 'lng': -81.0426049}"
501,"Paul Lawrence Dunbar High School,Washington,DC","{'lat': 38.9077814, 'lng': -77.0129006}"
502,"Eliot Junior High School,Washington,DC","{'lat': 38.8923472, 'lng': -76.97896759999999}"
503,"Washington Elementary School,San Jose,CA","{'lat': 37.3211268, 'lng': -121.8812984}"
504,"Whitman Middle School,Seattle,WA","{'lat': 47.6965669, 'lng': -122.3777192}"
505,"Osborn High School,Detroit,MI","{'lat': 42.434046, 'lng': -83.0027346}"
506,"Spartanburg High School,Spartanburg,SC","{'lat': 34.9555439, 'lng': -81.89807119999999}"
507,"Kemper Military School and College,Boonville,MO","{'lat': 38.9715405, 'lng': -92.7463245}"
508,"Ensley High School,Birmingham,AL","{'lat': 33.5063419, 'lng': -86.893309}"
509,"Eastern High School,Washington,DC","{'lat': 38.8903247, 'lng': -76.9795263}"
510,"Goose Creek High School,Charleston,SC","{'lat': 32.9737479, 'lng': -80.01643179999999}"
511,"Ballard High School,Seattle,WA","{'lat': 47.6766558, 'lng': -122.3754002}"
512,"Etowah High School,Cherokee County,GA","{'lat': 34.1161551, 'lng': -84.56422889999999}"
513,"McNeil High School,Austin,TX","{'lat': 30.4492728, 'lng': -97.73324819999999}"
514,"Largo High School,Upper Marlboro,MD","{'lat': 38.8862713, 'lng': -76.82034879999999}"
515,"Margaret Leary Elementary School,Butte,MT","{'lat': 45.9610375, 'lng': -112.5214101}"
516,"49th Street Elementary School,Los Angeles,CA","{'lat': 33.9985521, 'lng': -118.2617955}"
517,"Eliot Junior High School,Washington,DC","{'lat': 38.8923472, 'lng': -76.97896759999999}"
518,"J.T. Moore Middle School,Nashville,TN","{'lat': 36.095479, 'lng': -86.802494}"
519,"North Miami High School,North Miami,FL","{'lat': 25.8969252, 'lng': -80.184148}"
520,"Lakeland Regional High School,Wanaque,NJ","{'lat': 41.0589929, 'lng': -74.2817528}"
521,"Larry A. Ryle High School,Union,KY","{'lat': 38.933132, 'lng': -84.6773577}"
522,"Manchester Elementary School,Manchester,PA","{'lat': 40.4566107, 'lng': -80.02691949999999}"
523,"Ottumwa High School,Ottumwa,IA","{'lat': 41.0151627, 'lng': -92.4062057}"
524,"Hollywood High School,Los Angeles,CA","{'lat': 34.099165, 'lng': -118.3400514}"
525,"Sweet Home High School,Albany,NY","{'lat': 43.0101786, 'lng': -78.7970543}"
526,"Locke High School,Los Angeles,CA","{'lat': 33.9353785, 'lng': -118.268409}"
527,"Lebanon Union High School,Lebanon,OR","{'lat': 44.5295674, 'lng': -122.9145339}"
528,"Grimsley High School,Greensboro,NC","{'lat': 36.083774, 'lng': -79.816143}"
529,"Hubbard High School,Chicago,IL","{'lat': 41.7801987, 'lng': -87.71864699999999}"
530,"Aliso Niguel High school,Aliso Veijo,CA","{'lat': 33.5617208, 'lng': -117.7193706}"
531,"Thomas Jefferson Elementary School,San Leandro,CA","{'lat': 37.712952, 'lng': -122.135365}"
532,"Wickliffe Middle School,Wickliffe,OH","{'lat': 41.6051779, 'lng': -81.47400689999999}"
533,"West Delaware High School,Manchester,IA","{'lat': 42.48913890000001, 'lng': -91.4537546}"
534,"Wilbur Cross High School,New Haven,CT","{'lat': 41.3239572, 'lng': -72.90760709999999}"
535,"Stadium High School,Tacoma,WA","{'lat': 47.2660086, 'lng': -122.4484925}"
536,"Cardozo Senior High School,Washington,DC","{'lat': 38.9214669, 'lng': -77.0283798}"
537,"Palm Beach Gardens High School,Palm Beach Gardens,FL","{'lat': 26.825103, 'lng': -80.101136}"
538,"Garfield High School,Seattle,WA","{'lat': 47.6053376, 'lng': -122.301866}"
539,"Sacred Heart Middle School,Redlands,CA","{'lat': 34.0519, 'lng': -117.18246}"
540,"Jordan High School,Long Beach,CA","{'lat': 33.8722207, 'lng': -118.1840179}"
541,"Chadron Middle School,Scottsbluff,NE","{'lat': 42.82462100000001, 'lng': -102.9952598}"
542,"Redford High School,Detroit,MI","{'lat': 42.4186369, 'lng': -83.21801789999999}"
543,"Lake Worth High School,Lake Worth,FL","{'lat': 26.6162504, 'lng': -80.066614}"
544,"Memorial Middle School,Laredo,TX","{'lat': 27.5142102, 'lng': -99.49414089999999}"
545,"Cypress Junior High School,Memphis,TN","{'lat': 35.1671141, 'lng': -89.9879354}"
546,"Olathe North High School,Olathe,KS","{'lat': 38.8875164, 'lng': -94.8082785}"
547,"Blount High School,Prichard,AL","{'lat': 30.7788699, 'lng': -88.1789417}"
548,"Tavares Middle School,Tavares,FL","{'lat': 28.77041419999999, 'lng': -81.741118}"
549,"Blackville-Hilda High School,Blackville,SC","{'lat': 33.3642976, 'lng': -81.26365729999999}"
550,"Lake Howell High School,Casselberry,FL","{'lat': 28.6374281, 'lng': -81.2731342}"
551,"John F. Kennedy High School,Richmond,VA","{'lat': 37.5524906, 'lng': -77.40387779999999}"
552,"Blue Lake Elementary School (bus),Miami Beach,FL","{'lat': 25.7186092, 'lng': -80.3443202}"
553,"Richland High School,Lynnville,TN","{'lat': 35.3373936, 'lng': -87.0319124}"
554,"Thomas A. Edison Vocational and Technical High School,New York,NY","{'lat': 40.7162714, 'lng': -73.7983076}"
555,"Girard High School,Girard,PA","{'lat': 42.0081823, 'lng': -80.3339823}"
556,"Winston Education Center,Washington,DC","{'lat': 38.8575428, 'lng': -76.9629929}"
557,"East High School,Memphis,TN","{'lat': 35.1315944, 'lng': -89.95435169999999}"
558,"Frontier Middle School,Moses Lake,WA","{'lat': 47.1266968, 'lng': -119.2829335}"
559,"Mid-Peninsula High School,Menlo Park,CA","{'lat': 37.4764263, 'lng': -122.1519854}"
560,"Jenkins High School,Savannah,GA","{'lat': 32.0230981, 'lng': -81.0832346}"
561,"Beaumont High School (bus),St. Louis,MO","{'lat': 38.6625317, 'lng': -90.2219602}"
562,"North Stanley High School,New Longdon,NC","{'lat': 35.4269793, 'lng': -80.21166439999999}"
563,"Swainston Middle School,Las Vegas,NV","{'lat': 36.2292513, 'lng': -115.1867916}"
564,"Talladega High School,Talladega,AL","{'lat': 33.4225456, 'lng': -86.0775347}"
565,"McKinley High School,Washington,DC","{'lat': 38.9145641, 'lng': -77.00488899999999}"
566,"Bingham Middle School,Taylorsville,UT","{'lat': 40.66772479999999, 'lng': -111.9388258}"
567,"Colton High School,Colton,CA","{'lat': 34.0700735, 'lng': -117.3344699}"
568,"West Valley High School,Hemet,CA","{'lat': 33.7200218, 'lng': -117.0097452}"
569,"John Marshall High School,Los Angeles,CA","{'lat': 34.1079309, 'lng': -118.2774744}"
570,"Dekalb Alternative School,Decatur,GA","{'lat': 33.7984364, 'lng': -84.1980707}"
571,"Smedley Elementary School,Philadelphia,PA","{'lat': 40.0196872, 'lng': -75.0740096}"
572,"St. Bernard High School,Playa Del Rey,CA","{'lat': 33.95429, 'lng': -118.4328237}"
573,"Jacksonville High School bus,Sherwood,AR","{'lat': 34.868367, 'lng': -92.125095}"
574,"Sumner High School,St. Louis,MO","{'lat': 38.6596524, 'lng': -90.23892320000002}"
575,"Highlands High School,Sacramento,CA","{'lat': 38.6872936, 'lng': -121.3591664}"
576,"Crown Heights High School,New York,NY","{'lat': 40.6699636, 'lng': -73.9615536}"
577,"Conniston Middle School,West Palm Beach,FL","{'lat': 26.678282, 'lng': -80.0617539}"
578,"Bethel Regional High School,Bethel,AK","{'lat': 60.8021495, 'lng': -161.7704565}"
579,"First Coast High School,Jacksonville,FL","{'lat': 30.4826354, 'lng': -81.6083022}"
580,"Pershing High School,Detroit,MI","{'lat': 42.4321756, 'lng': -83.0642903}"
581,"Maria Del Rey Junior High School,Mar Vista,CA","{'lat': 33.987578, 'lng': -118.4208529}"
582,"John Marshall High School,Los Angeles,CA","{'lat': 34.1079309, 'lng': -118.2774744}"
583,"City-as-School High School,New York,NY","{'lat': 40.7291091, 'lng': -74.0060997}"
584,"Northwestern High School,Miami,FL","{'lat': 25.839045, 'lng': -80.2136695}"
585,"Dunbar High School,Dayton,OH","{'lat': 39.7330909, 'lng': -84.2311825}"
586,"Pearl High School,Pearl,MS","{'lat': 32.2704073, 'lng': -90.0934734}"
587,"Wallace High School,Gary,IN","{'lat': 41.5360783, 'lng': -87.34228530000001}"
588,"Lakeview Centennial High School,Garland,TX","{'lat': 32.8575318, 'lng': -96.5761307}"
589,"Lincoln Middle School,Palmetto,FL","{'lat': 27.5268124, 'lng': -82.56187829999999}"
590,"McClymonds High School,Oakland,CA","{'lat': 37.8180626, 'lng': -122.2787164}"
591,"John Glenn High School,Norwalk,CA","{'lat': 33.9078157, 'lng': -118.0532265}"
